disease_id,disease_name
C3281027,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7"
C3809394,DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3
C3854629,Tendon thickening
C4273970,Familial pseudohyperkalemia
C4708599,Coloboma of choroid and retina
C0814152,"Viral hepatitis, type G"
C0265633,Congenital absence of tibia
C1321313,Astrocytic hamartoma
C1840535,Abnormality of the carpal bones
C1861313,"Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly"
C1861316,Radially deviated wrists
C1865702,Joint contracture of the 5th finger
C3158111,response to SSRI
C4085597,CHOPS SYNDROME
C4552167,Reoviral infection
C3661523,Congenital Intestinal Aganglionosis
C0796173,Spondyloperipheral dysplasia short ulna
C3554021,HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA
C1832274,"Charcot-Marie-Tooth disease, Type 2D"
C0264734,Atrial dilatation
C1456144,Dental caries pit and fissure
C0343065,Dermatographic urticaria
C1842062,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F"
C1866021,Increased connective tissue
C4013182,"Caused by mutation in the transportin 3 gene (TNPO3, 610032.0001)"
C4023577,Abnormality of the intrahepatic bile duct
C4025565,Late-onset distal muscle weakness
C0342737,3-Hydroxyisobutyric aciduria
C0020435,"Hyperbilirubinemia, Hereditary"
C0155781,Thrombosed internal hemorrhoids
C0220754,Biotinidase Deficiency
C0268483,Tyrosinemias
C0334619,HODGKIN'S AND NON-HODGKIN'S LYMPHOMA
C1879362,Hypertyrosinemia
C2676676,"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1"
C3806428,Progressive vitiligo
C0155188,Senile entropion
C0241395,Spatulate thumbs
C0265642,Talipes Equinovalgus
C0267672,Bilateral inguinal hernia
C0410654,Instability of atlantooccipital joint
C0432255,Geroderma osteodysplastica
C1855544,Enlarged metaphyses
C3278429,Bilateral elbow dislocations
C4024174,Broad distal phalanges of all fingers
C4310897,"MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITHOUT CONGENITAL HEART DEFECTS"
C1846131,Photosensitive tonic-clonic seizures
C1847165,Generalized tonic-clonic seizures on awakening
C1854107,"Hyperaldosteronism, Familial, Type II"
C2750893,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11"
C3810242,LEUKOENCEPHALOPATHY WITH ATAXIA
C4021038,Abnormal circulating renin
C4023208,Glucocortocoid-insensitive primary hyperaldosteronism
C4554120,Leukoencephalopathy with mild cerebellar ataxia and white matter edema
C0241775,Organic aciduria
C4025020,Acute hepatic steatosis
C0878677,Glycogen Storage Disease Type IIb
C4302102,Malaria caused by Plasmodium not Plasmodium falciparum
C0269192,Cervical atypism
C1306860,Nonbacterial gastroenteritis
C1837713,JOUBERT SYNDROME 3
C3806216,Neonatal breathing dysregulation
C3873492,Epidemic gastroenteritis
C4020922,Enlarged fossa interpeduncularis
C1865794,RHYNS syndrome
C2931092,Maternally Inherited Leigh Syndrome
C4331824,Autosomal Dominant Neurohypophyseal Diabetes Insipidus
C0268634,Disorder of fatty acid metabolism
C1850719,Recurrent encephalopathy
C1850722,Transient hyperlipidemia
C4749136,CPT1A ARCTIC VARIANT
C0038870,"Neuralgia, Supraorbital"
C0042656,"Neuralgia, Vidian"
C0158850,Fetal Malnutrition
C0234247,"Neuralgia, Atypical"
C0234249,"Neuralgia, Stump"
C0278080,Physical addiction
C0311334,Generalized convulsive epilepsy
C0423711,"Neuralgia, Perineal"
C0423712,"Neuralgia, Iliohypogastric Nerve"
C0494491,Mononeuropathies
C0585051,Acute sciatica
C0700200,Presyncope
C0751371,"Neuralgia, Ilioinguinal"
C0751372,Nerve Pain
C0751373,Paroxysmal Nerve Pain
C1510504,Fetal malnutrition without mention of light-for-dates
C2745953,Spondylometaphyseal dysplasia with dentinogenesis imperfecta
C4225318,"EPILEPSY, FAMILIAL TEMPORAL LOBE, 8"
C0432261,Osteopetrosis - intermediate type
C0432262,Dysosteosclerosis
C0432593,Varus angulation
C1843331,Generalized osteosclerosis
C1850127,"Osteopetrosis, Autosomal Recessive 1"
C1850134,Sandwich appearance of vertebral bodies
C1858981,Antineutrophil antibody positivity
C1859966,"Neutropenia, Severe Congenital, Autosomal Dominant 1"
C1969093,"Osteopetrosis, Autosomal Recessive 6"
C4021624,Osteosclerosis of the base of the skull
C4024763,Optic atrophy from cranial nerve compression
C4025164,Cortical sclerosis
C4551971,"Albers-Schonberg Disease, Autosomal Recessive"
C1865233,"Muscular Dystrophy, Congenital, Megaconial Type"
C0033802,Pseudogout
C0242183,"Jaundice, Hemolytic"
C0265292,Schwartz-Lelek syndrome
C0345397,Accessory rib
C0856830,Calcium pyrophosphate arthropathy
C1328319,Ankle brachial pressure index (observable entity)
C4017275,"SPHEROCYTOSIS, TYPE 1, AUTOSOMAL RECESSIVE"
C4304505,8p11.2 deletion syndrome
C0238300,Stenosis of nasolacrimal duct
C4225396,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 32"
C3150705,FOXG1 syndrome
C0221152,Obstipation
C0333027,Microlithiasis
C0742395,"Cholestasis, chronic"
C0920027,Cholestatic hepatic disorder
C1865643,"Cholestasis, progressive familial intrahepatic 3"
C2609268,Low phospholipid-associated cholelithiasis
C3489728,Familial intrahepatic cholestasis of pregnancy
C3489789,"Cholestasis, Progressive Familial Intrahepatic, 2"
C3554241,"CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY 3"
C4021882,Increased serum bile acid concentration during pregnancy
C4021883,Abnormal liver function tests during pregnancy
C4551899,"Cholestasis, benign recurrent intrahepatic 1"
C4693688,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 61"
C0020604,Hypochondriasis
C4015156,"MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE"
C4014993,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8
C4273131,Branchiootic syndrome
C0085595,Body odor
C0220982,Ketoacidosis
C0342869,Deficiency of acetyl-CoA acyltransferase (disorder)
C0521654,Neurologic Deficits
C1304249,Cutaneous xanthoma
C4022764,Abnormal metabolic brain imaging by MRS
C4554061,"Body Odor, CTCAE"
C3554367,"EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE"
C0578438,Adenocarcinoma of sigmoid colon
C0751588,Benign Supratentorial Neoplasms
C0751589,"Cancer, Supratentorial"
C0751590,Primary Supratentorial Neoplasms
C1838333,"COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 4"
C1861101,THYROID HORMONE PLASMA MEMBRANE TRANSPORT DEFECT
C4085873,LUSCAN-LUMISH SYNDROME
C4534352,Drug abuse or dependence
C0040252,Tinea corporis (disorder)
C1266010,Papillary transitional cell neoplasm of low malignant potential
C4015420,"EPILEPSY, PROGRESSIVE MYOCLONIC 7"
C4477055,Limb myoclonus
C0027849,Neuroleptic Malignant Syndrome
C0398568,Blood group deletion syndrome
C0009492,Compartment syndromes
C0426636,Urgent desire for stool
C0877243,Increased serum serotonin
C1858970,Chronic noninfectious lymphadenopathy
C4022606,Lack of bowel sounds
C4025812,Dermatological manifestations of systemic disorders
C4072942,Atypical pulmonary carcinoid tumor
C4531035,Abnormal pulmonary valve cusp morphology
C0751912,Paraneoplastic Encephalomyelitis
C1291490,Hyaluronidase Deficiency
C4023060,Keratan sulfate excretion in urine
C0521686,Glaucomatous retinal degeneration
C4749014,"NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA"
C0343757,Neuropathy due to human immunodeficiency virus
C0015190,Euthyroid Sick Syndromes
C3151434,RETINITIS PIGMENTOSA 60
C4284284,Neuronal Ceroid Lipofuscinosis Type 4B
C0017563,Gingival Diseases
C0031903,Pigeon Breeder's Lung
C1852020,Malattia Leventinese
C0263548,Pyramidal disease
C1850100,"PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)"
C1868596,Atypical Parkinson Disease
C0232694,Hyperactive bowel sounds
C0267556,Osmotic diarrhea
C2697503,Glucagon-like Peptide-1 measurement
C3245525,Familial renal glucosuria
C1858995,Decreased circulating progesterone
C4025319,Cessation of head growth
C2363902,Glioneuronal tumor
C0340213,Tracheal diverticulosis
C0858599,Taste sour
C0878565,Electrocardiogram J wave
C1836835,Hyporeflexia of upper limbs
C1837650,Lack of spontaneous play
C1849683,No social interaction
C1856477,Slowed horizontal saccades
C2678478,Brugada Syndrome 3
C2931783,Amelogenesis imperfecta nephrocalcinosis
C3150852,EARLY REPOLARIZATION ASSOCIATED WITH VENTRICULAR FIBRILLATION
C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)"
C3552821,EEG with photoparoxysmal response
C4018858,J wave
C4021734,Abnormality of mitochondrial metabolism
C4509113,bipolar type I disorder
C1835897,Retinal Cone Dystrophy 3B
C1864900,Retinal Cone Dystrophy 3A
C3552227,ACHROMATOPSIA 6
C4310666,SPERMATOGENIC FAILURE 17
C4310681,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2"
C4551499,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1"
C4748809,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26"
C0815120,liver scarring
C1970107,"ATAXIA, SPASTIC, 1, AUTOSOMAL DOMINANT"
C3554552,Persistent EBV viremia
C4748863,LYMPHOPROLIFERATIVE SYNDROME 3
C0393719,Nocturnal epilepsy
C4310646,LISSENCEPHALY 8
C0268335,Ehlers-Danlos syndrome type 1
C1443296,Axial myopia
C1864111,MYOPIA 3 (disorder)
C0477983,Other congenital corneal malformations
C1096274,Corneal thinning
C1857574,CORNEA PLANA 2
C2910117,Congenital malformation of cornea NOS
C0014122,Subacute Bacterial Endocarditis
C1857624,"COLLAGENOSIS, FAMILIAL REACTIVE PERFORATING"
C0334551,Myxoid chondrosarcoma
C0404445,Acquired atrophy of ovary
C0406352,Acanthosis palmaris
C1412004,Tumor of the Pineal Region
C4013426,Bronchial carcinoid
C4525548,Fish Melanoma
C4014762,"MYOPIA 24, AUTOSOMAL DOMINANT"
C1142223,Granulomatous iritis
C1832884,"Hemiplegic migraine, familial type 1"
C1850765,Visual auras
C1843478,Lethal Congenital Contracture Syndrome 2
C1843486,Degenerative vitreoretinopathy
C1854664,LETHAL CONGENITAL CONTRACTURE SYNDROME 1
C2187547,Retroperitoneal Leiomyosarcoma
C3854652,Osteoblastic bone metastases
C4688336,Childhood Malignant Solid Neoplasm
C4746575,"ERYTHROLEUKEMIA, FAMILIAL, SUSCEPTIBILITY TO"
C0345427,"Woolly hair, congenital"
C4014616,HYPOTRICHOSIS 13
C0024622,Malignant neoplasm of retina
C0152458,Leukocoria
C0854915,Retinoblastoma unilateral
C1704237,Trichodiscoma
C1848435,"WOOLLY HAIR, AUTOSOMAL RECESSIVE 1, WITH OR WITHOUT HYPOTRICHOSIS"
C1867289,Retinal calcification
C2608045,Trilateral Retinoblastoma
C3151302,Chromosome 13q14 deletion syndrome
C4025038,Abnormality of the tibial metaphysis
C4025040,Abnormality of the femoral metaphysis
C4288013,Vulvar Adenocarcinoma of Mammary Gland Type
C4310627,MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME
C0041332,Tuberculosis of other urinary organs
C1532782,Rifampicin resistant tuberculosis
C3825570,Tuberculosis in children
C0009075,"Melanoma, Cloudman S91"
C0018598,"Melanoma, Harding-Passey"
C1412014,Infiltrating duct carcinoma
C4706502,Distal monosomy 13q syndrome
C0027339,Nail Diseases
C0152009,White blood cell abnormality
C1327916,REVESZ SYNDROME (disorder)
C1846142,HOYERAAL-HREIDARSSON SYNDROME
C1851970,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT"
C3151445,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT, 3"
C4023400,Generalized hypopigmentation of hair
C4024828,"Fine, reticulate skin pigmentation"
C4727832,Telomere Syndrome
C3809483,SPECIFIC LANGUAGE IMPAIRMENT 5
C3469529,"FANCONI ANEMIA, COMPLEMENTATION GROUP M"
C4748117,SPERMATOGENIC FAILURE 28
C4748170,PREMATURE OVARIAN FAILURE 15
C1833429,D-2-hydroxyglutaric aciduria
C1855995,L-2-HYDROXYGLUTARIC ACIDURIA
C1856001,Severe demyelination of the white matter
C3152055,D-2-HYDROXYGLUTARIC ACIDURIA 1
C3888081,L-2-hydroxyglutaric acidemia
C4693784,SPERMATOGENIC FAILURE 27
C0001079,Achondrogenesis
C0018036,"Hypertension, Goldblatt"
C0265273,Achondrogenesis type 1A
C0345371,Hypoplasia of lower limb
C0743924,Short fetal femur length
C1834954,Coronal cleft vertebrae
C1837406,Hypoplasia involving bones of the upper limbs
C1855274,Mesomelic short stature
C1860202,Unossified vertebral bodies
C1866675,Biconvex vertebral bodies
C2673654,Rhizo-meso-acromelic limb shortening
C4020900,Abnormality of the upper limb
C4021241,Abnormal foot bone ossification
C4021244,Abnormal hand bone ossification
C4023675,Acromelia
C4025628,Abnormal enchondral ossification
C0271795,Transient hypothyroidism
C2721563,Infectious pneumonitis
C0011859,Lipoatrophic Diabetes Mellitus
C0151236,Conduction system abnormalities
C0268123,Muscle AMP deaminase deficiency
C0340420,Cardiac glycogenosis
C0005001,Benign prostatic hypertrophy
C0017566,Gingival Hyperplasia
C0149882,Acute esophagitis
C0235915,Pulmonary malformation
C0333992,"Acanthoma, Clear Cell"
C0846967,Acanthoma
C0919896,Myeloblastoma
C0007894,Cestode Infections
C0581359,Acute intestinal obstruction
C3891714,Growing Teratoma Syndrome
C1853558,Jerky ocular pursuit movements
C1335703,Recurrent Head and Neck Carcinoma
C4750787,Autosomal systemic lupus erythematosus
C0240783,Increased circulating renin level
C0271750,Adrenal calcification
C0452147,"Hypospadias, penoscrotal"
C1285291,Fetal ascites
C3151055,"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE"
C3280392,EDICT syndrome
C3489793,"46,XY Sex Reversal 3"
C3502132,"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal"
C4021124,Adrenocorticotropic hormone excess
C4021823,"Ambiguous genitalia, male"
C4022708,Midshaft hypospadias
C4022829,Abnormal urine potassium concentration
C4023703,Abnormality of the Leydig cells
C4024734,Low maternal serum estriol
C4024842,Generalized bronze hyperpigmentation
C4072894,Decreased circulating androgen level
C4284088,MIRAGE SYNDROME
C4331349,Steroidogenic Acute Regulatory Protein Deficiency
C4707238,Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency
C2936864,Bardet-Biedl syndrome 4 (disorder)
C0349675,Hypergranular promyelocytic leukemia
C4521396,Hunger Vital Sign
C0339681,Index myopia
C0423320,Iridodonesis
C0020595,Hypoaldosteronism
C1843815,Newfoundland Rod-Cone Dystrophy
C1843816,Bothnia Retinal Dystrophy
C0687131,Psychoticism
C1265884,Eggshell calcium deposition
C0341395,Perianal Crohn's disease
C0392176,Gastric irritation
C1857945,Hyperechogenic pancreas
C4024881,Few cafe-au-lait spots
C4693704,SHWACHMAN-DIAMOND SYNDROME 2
C3553793,SPERMATOGENIC FAILURE 10
C0342844,Disorder of glycoprotein metabolism
C0454595,Motor speech disorder
C1837396,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie"
C4021060,Hyperplastic labia majora
C4022605,Abnormal liver parenchyma morphology
C4022872,Reduced thyroxin-binding globulin
C4280709,Impaired neutrophil chemotaxis
C4531146,Impaired antigen-specific response
C0859918,Non-seminoma testicular cancer
C3554608,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 5"
C4748725,RETINITIS PIGMENTOSA 84
C3279786,ANHAPTOGLOBINEMIA
C0334492,Malignant mesenchymal tumor
C0809936,Branchio-skeleto-genital syndrome
C0877521,Chronic synovitis
C1839965,Multiple impacted teeth
C1859335,Thoracolumbar kyphoscoliosis
C1863870,"Hypospadias, Hypertelorism, Upper Lid Coloboma, and Mixed-Type Hearing Loss"
C4021299,Abnormality of dentin
C4021375,Attached earlobe
C4021828,Advanced pneumatization of the mastoid process
C4024197,Amelia involving the lower limbs
C4024199,Upper limb peromelia
C4024661,Abnormality of the vertebral spinous processes
C4073208,Abnormality of the shape of the midface
C4551670,Exodeviation
C0476237,Metabolic symptoms
C1328544,Tubular breast carcinoma
C1456332,Stimulant abuse
C1838670,"Myelocytic leukemia-like syndrome, familial, chronic"
C3808589,IMMUNODEFICIENCY 32A
C4016741,IMMUNODEFICIENCY 32B
C0036285,Scarlet Fever
C0458385,Site-specific infective disorders of skin
C0473315,Lactational amenorrhea
C1846798,Cervical subluxation
C1854780,Flaring of rib cage
C1854783,Grayish enamel
C1854785,Constricted iliac wings
C1854786,Epiphyseal deformities of tubular bones
C1854787,Pointed proximal second through fifth metacarpals
C3179194,GALNS Deficiency
C3665382,"2,8-Dihydroxyadenine Urolithiasis"
C3715147,Necrotising myositis
C4023059,Chondroitin sulfate excretion in urine
C4280737,Large elbow
C4225230,"CILIARY DYSKINESIA, PRIMARY, 33"
C1565885,"Direct Hyperbilirubinemia, Neonatal"
C3810428,Hyperlaxity
C2673883,RENAL-HEPATIC-PANCREATIC DYSPLASIA
C3809434,RENAL-HEPATIC-PANCREATIC DYSPLASIA 2
C4225389,CATARACT 43
C0009995,Cor Triatriatum
C2675526,"Neutropenia, Severe Congenital, Autosomal Recessive 4"
C2751630,Dursun Syndrome
C1704373,Compulsive Personality Disorder
C1853249,SPINOCEREBELLAR ATAXIA 28
C3280977,"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE"
C0152441,Madelung Deformity
C0796232,Bohring syndrome
C1839816,Long neck
C1862474,Decreased facial expression
C3809650,BAINBRIDGE-ROPERS SYNDROME
C4022447,Abnormality of the tympanic membrane
C4024158,Abnormality of the columella
C4025138,Multiple skeletal anomalies
C4025190,Abnormal epiglottis morphology
C4073241,Abnormality of nasopharyngeal adenoids
C0021313,Infection of kidney
C0265809,Double outlet left ventricle
C0265837,Congenital hypoplasia of tricuspid valve
C0268855,Hypertrophy of bladder
C0344735,Partial atrioventricular canal
C0344925,Perimembranous ventricular septal defect
C0345140,Totally absent pericardium
C0685707,Muscular ventricular septum defect
C1866206,Dysplastic pulmonary valve
C2931296,Yorifuji Okuno syndrome
C3280939,ATRIOVENTRICULAR SEPTAL DEFECT 5
C3280943,ATRIAL SEPTAL DEFECT 9
C3808410,Gastrointestinal malrotation
C3888085,PANCREATIC AGENESIS AND CONGENITAL HEART DEFECTS
C4012454,"HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES"
C4021967,Pancreatic aplasia
C4023261,Congenital defect of the pericardium
C4023290,Partial defect of atrioventricular canal
C4023344,Aplasia/Hypoplasia of the gallbladder
C4023910,Aplasia/Hypoplasia of the diaphragm
C4025753,Abnormal tricuspid valve morphology
C4531220,Coronary sinus enlargement
C4749284,Familial bicuspid aortic valve
C0267990,Adult-onset obesity
C0268247,"Niemann-Pick Disease, Type D"
C0280214,"stage, nasopharyngeal cancer"
C0338473,Neuroaxonal Dystrophies
C0348489,Other sphingolipidosis
C1843373,Foam cells in visceral organs and CNS
C1850363,"Niemann-Pick Disease, Nova Scotian Type"
C1856560,Bone-marrow foam cells
C1881236,Interstitial Disease
C2231324,"Brucellosis, Pulmonary"
C4017105,"NIEMANN-PICK DISEASE, TYPE C1, ADULT FORM"
C4017106,"NIEMANN-PICK DISEASE, TYPE C1, JUVENILE FORM"
C4025017,Fatal liver failure in infancy
C4014454,SPERMATOGENIC FAILURE 14
C0001420,Papillary adenocarcinoma
C0001422,Adenofibroma
C0001442,Adenosarcoma
C0005403,Bile Reflux
C0006264,Bronchial Neoplasms
C0011871,Diabetic peripheral angiopathy
C0013426,Dystrophy of vulva
C0013930,"Embolism, Tumor"
C0014818,Erythroplasia
C0020627,Hypopharyngeal Neoplasms
C0025164,Megaesophagus
C0027961,Nevus of Ota
C0032578,Polyploidy
C0042065,Genitourinary Neoplasms
C0085668,Secondary carcinoma
C0151773,Bone marrow depression
C0153373,Malignant neoplasm of cheek mucosa
C0206639,"Neoplasms, Bone Tissue"
C0206700,"Cystadenocarcinoma, Papillary"
C0221287,Combined Hepatocellular Carcinoma and Cholangiocarcinoma
C0235590,Fibrosing adenosis
C0238031,Breast Phyllodes Tumor
C0238324,Ovarian Germ Cell Tumor
C0238517,Vaginal clear cell adenocarcinoma
C0240995,Increased serum androstenedione
C0262659,Vagina Carcinoma
C0267008,Erythroplakia of mouth
C0267095,Leukoplakia of esophagus
C0272293,Chronic idiopathic thrombocytopenic purpura
C0278513,Stage IIIB Breast Carcinoma
